Year,Month,Word,Frequency
2009,09,care,193
2009,09,reform,133
2009,09,insurance,103
2009,09,congress,88
2009,09,also,85
2009,09,district,83
2009,09,people,82
2009,09,bill,79
2009,09,federal,78
2011,03,health,148
2011,03,care,136
2011,03,congress,129
2011,03,budget,118
2011,03,year,107
2011,03,law,106
2011,03,federal,103
2011,03,government,100
2011,03,spending,96
2011,03,act,94
2010,12,tax,333
2010,12,bill,167
2010,12,act,155
2010,12,congress,127
2010,12,cuts,125
2010,12,senate,117
2010,12,law,116
2010,12,health,92
2010,12,food,90
2010,12,new,89
2011,05,district,91
2011,05,health,80
2011,05,act,75
2011,05,may,74
2011,05,bin,72
2011,05,medicare,69
2011,05,congress,69
2011,05,help,65
2011,05,new,62
2011,05,laden,58
2011,12,tax,107
2011,12,act,85
2011,12,year,77
2011,12,veterans,71
2011,12,payroll,63
2011,12,congress,62
2011,12,bill,61
2011,12,cut,60
2011,12,district,60
2011,12,jobs,59
2010,08,act,106
2010,08,small,105
2010,08,new,104
2010,08,jobs,100
2010,08,security,95
2010,08,congress,91
2010,08,businesses,84
2010,08,district,76
2010,08,law,75
2010,08,federal,72
2014,09,congress,118
2014,09,american,85
2014,09,act,75
2014,09,district,73
2014,09,support,62
2014,09,community,62
2014,09,september,61
2014,09,people,60
2014,09,also,60
2014,09,isil,59
2010,02,jobs,118
2010,02,health,116
2010,02,congress,102
2010,02,new,91
2010,02,district,89
2010,02,help,84
2010,02,act,83
2010,02,small,79
2010,02,credit,78
2010,02,budget,75
2009,12,jobs,112
2009,12,act,103
2009,12,health,103
2009,12,bill,80
2009,12,district,72
2009,12,also,71
2009,12,legislation,69
2009,12,year,69
2009,12,new,66
2009,12,tax,65
